company,color,r,g,b
mac,/mac/makeup/lepper/leppestift/mac-locked-kiss-24hr-lipstick-meticulous,181,97,77
mac,/mac/makeup/lepper/leppestift/mac-locked-kiss-ink-lipcolour-mischief,164,84,81
mac,/mac/makeup/lepper/leppestift/mac-locked-kiss-ink-lipcolour-mull-it-over-over,152,69,74
mac,/mac/makeup/lepper/leppestift/mac-locked-kiss-ink-lipcolour-upgraded,162,79,85
mac,/mac/makeup/lepper/leppestift/mac-locked-kiss-ink-lipcolour-extra-chili,174,53,50
mac,/mac/makeup/lepper/leppestift/mac-powder-kiss-liquid-lipcolour-mac-smash,203,19,53
mac,/mac/makeup/lepper/leppestift/mac-retro-matte-liquid-lipcolour-chili-addict,247,247,247
mac,/mac/makeup/lepper/leppestift/mac-powder-kiss-velvet-blur-slim-stick-mull-it-over,164,95,81
mac,/mac/makeup/lepper/leppestift/mac-powder-kiss-velvet-blur-slim-stick-wild-rebel,114,67,107
mac,/mac/makeup/lepper/leppestift/mac-powder-kiss-velvet-blur-slim-stick-ruby-new,165,12,42
mac,/mac/makeup/lepper/leppestift/mac-powder-kiss-velvet-blur-slim-stick-dubonnet-buzz,201,92,84
mac,/mac/makeup/lepper/leppestift/mac-powder-kiss-liquid-lipcolour-ruby-boo,130,20,36
mac,/mac/makeup/lepper/leppestift/mac-powder-kiss-liquid-lipcolour-more-the-mehr-ier,185,83,104
mac,/mac/makeup/lepper/leppestift/mac-powder-kiss-liquid-lipcolour-date-maker,194,105,99
mac,/mac/makeup/lepper/leppestift/mac-frost-lipstick-brushed-in-bronze-brushed-in-bronze,186,107,81
mac,/mac/makeup/lepper/leppestift/mac-frost-lipstick-brushed-in-bronze-m-a-cgenta,175,22,93
mac,/mac/makeup/lepper/leppestift/mac-frost-lipstick-brushed-in-bronze-regal-red,176,50,34
mac,/mac/makeup/lepper/liquid-lipstick/mac-retro-matte-liquid-lipcolor-125-caviar,30,27,27
maria-akerberg,/maria-akerberg/makeup/lepper/leppestift/maria-akerberg-lip-care-colour-champange,216,144,139
maria-akerberg,/maria-akerberg/makeup/lepper/leppestift/maria-akerberg-lip-care-colour-blossom,241,124,97
maria-akerberg,/maria-akerberg/makeup/lepper/leppestift/maria-akerberg-lip-care-colour-sweetheart,247,104,98
maria-akerberg,/maria-akerberg/makeup/lepper/leppestift/maria-akerberg-lip-care-colour-joyful,214,123,128
max-factor,/max-factor/makeup/lepper/leppestift/max-factor-lipfinity-2-step-long-lasting-lipstick-125-so-glamorous,171,30,38
max-factor,/max-factor/makeup/lepper/leppestift/max-factor-lipfinity-2-step-long-lasting-lipstick-330-essentail-burgundy,183,88,108
max-factor,/max-factor/makeup/lepper/leppestift/max-factor-lipfinity-2-step-long-lasting-lipstick-070-spicy,165,99,93
max-factor,/max-factor/makeup/lepper/leppestift/max-factor-lipfinity-2-step-long-lasting-lipstick-180-spiritual,172,103,94
max-factor,/max-factor/makeup/lepper/leppestift/max-factor-colour-elixir-lipstick-005-simply-nude,215,146,133
max-factor,/max-factor/makeup/lepper/leppestift/max-factor-colour-elixir-lipstick-velvet-matte-lipstick-nude,201,138,139
max-factor,/max-factor/makeup/lepper/leppestift/max-factor-colour-elixir-lipstick-090-english-rose,220,101,120
max-factor,/max-factor/makeup/lepper/leppestift/max-factor-colour-elixir-lipstick-085-angel-pink,218,135,146
max-factor,/max-factor/makeup/lepper/leppestift/max-factor-colour-elixir-lipstick-095-dusky-rose,203,110,130
max-factor,/max-factor/makeup/lepper/leppestift/max-factor-colour-elixir-lipstick-velvet-matte-lipstick-20-rose,234,227,228
max-factor,/max-factor/makeup/lepper/leppestift/max-factor-colour-elixir-lipstick-velvet-matte-lipstick-dusk,107,63,60
max-factor,/max-factor/makeup/lepper/leppestift/max-factor-colour-elixir-lipstick-velvet-matte-lipstick-mauve,107,77,72
maybelline,/maybelline/makeup/lepper/leppestift/maybelline-superstay-ink-crayon-lipstick-lead-the-way,149,99,100
maybelline,/maybelline/makeup/lepper/leppestift/maybelline-superstay-ink-crayon-lipstick-own-your-empire,135,44,57
maybelline,/maybelline/makeup/lepper/leppestift/maybelline-superstay-ink-crayon-lipstick-stay-exceptional,159,92,107
maybelline,/maybelline/makeup/lepper/leppestift/maybelline-superstay-ink-crayon-lipstick-trust-your-gut,159,119,114
maybelline,/maybelline/makeup/lepper/leppestift/maybelline-superstay-vinyl-ink-lipstick-100-charmed,209,118,115
maybelline,/maybelline/makeup/lepper/leppestift/maybelline-superstay-matte-ink-lover,168,95,110
maybelline,/maybelline/makeup/lepper/leppestift/maybelline-superstay-vinyl-ink-lipstick-cheeky,178,93,94
maybelline,/maybelline/makeup/lepper/leppestift/maybelline-superstay-vinyl-ink-lipstick-coy,200,78,106
maybelline,/maybelline/makeup/lepper/leppestift/maybelline-superstay-vinyl-ink-lipstick-lippy,200,78,106
maybelline,/maybelline/makeup/lepper/leppestift/maybelline-superstay-matte-ink-inspirer,216,93,121
maybelline,/maybelline/makeup/lepper/leppestift/maybelline-superstay-matte-ink-pioneer,163,42,53
maybelline,/maybelline/makeup/lepper/leppestift/maybelline-superstay-matte-ink-ruler,165,57,74
milani,/milani/makeup/lepper/leppestift/milani-keep-it-full-nourishing-lip-plumper-sparkling-pink,237,162,169
milani,/milani/makeup/lepper/leppestift/milani-keep-it-full-nourishing-lip-plumper-golden-dust,227,169,106
milani,/milani/makeup/lepper/leppestift/milani-keep-it-full-nourishing-lip-plumper-natural-luster,226,175,154
milani,/milani/makeup/lepper/leppestift/milani-keep-it-full-nourishing-lip-plumper-rosewood,125,54,58
milani,/milani/makeup/lepper/leppestift/milani-color-fetish-matte-lipstick-the-nudes-collection-450-desire,122,53,36
milani,/milani/makeup/lepper/leppestift/milani-color-fetish-matte-lipstick-the-nudes-collection-410-pleasure,207,113,101
milani,/milani/makeup/lepper/leppestift/milani-color-fetish-matte-lipstick-the-nudes-collection-420-tease,175,94,77
milani,/milani/makeup/lepper/leppestift/milani-color-fetish-matte-lipstick-the-nudes-collection-430-secret,185,95,89
milani,/milani/makeup/lepper/leppestift/milani-color-fetish-lipstick-140-crave,231,114,112
milani,/milani/makeup/lepper/leppestift/milani-color-fetish-matte-lipstick-the-flora-collection-350-fleur,133,43,77
milani,/milani/makeup/lepper/leppestift/milani-color-fetish-lipstick-110-lustful,204,137,127
milani,/milani/makeup/lepper/leppestift/milani-color-fetish-lipstick-120-fantasy,172,82,103
milani,/milani/makeup/lepper/leppestift/milani-color-fetish-lipstick-130-lingerie,211,121,134
milani,/milani/makeup/lepper/leppestift/milani-color-fetish-matte-lipstick-the-flora-collection-310-peony,178,76,90
milani,/milani/makeup/lepper/leppestift/milani-color-fetish-matte-lipstick-the-flora-collection-320-petal,168,53,58
milani,/milani/makeup/lepper/leppestift/milani-color-fetish-matte-lipstick-the-flora-collection-330-blossom,187,37,83
milk-makeup,/milk-makeup/makeup/lepper/leppestift/milk-makeup-lip-cheek-stick-werk,183,107,121
milk-makeup,/milk-makeup/makeup/lepper/leppestift/milk-makeup-lip-cheek-stick-dash,246,154,154
milk-makeup,/milk-makeup/makeup/lepper/leppestift/milk-makeup-lip-cheek-stick-quirk,188,59,74
milk-makeup,/milk-makeup/makeup/lepper/leppestift/milk-makeup-lip-cheek-stick-perk,244,127,114
morphe,/morphe/makeup/lepper/leppestift/morphe-matte-liquid-lipstick-jealousy,198,113,114
morphe,/morphe/makeup/lepper/leppestift/morphe-matte-liquid-lipstick-virgin,199,145,138
morphe,/morphe/makeup/lepper/leppestift/morphe-matte-liquid-lipstick-backseat-love,159,94,89
morphe,/morphe/makeup/lepper/leppestift/morphe-matte-liquid-lipstick-sweet-tea,128,77,50
morphe,/morphe/makeup/lepper/leppestift/morphe-soulmatte-velvet-lip-mousse-dearest,189,89,85
morphe,/morphe/makeup/lepper/leppestift/morphe-soulmatte-velvet-lip-mousse-compatible,137,59,76
morphe,/morphe/makeup/lepper/leppestift/morphe-soulmatte-velvet-lip-mousse-honey,184,103,75
morphe,/morphe/makeup/lepper/leppestift/morphe-soulmatte-velvet-lip-mousse-quick-crush,205,114,96
nars,/nars/makeup/lepper/leppestift/nars-afterglow-lip-balm-orgasm,249,187,191
nars,/nars/makeup/lepper/leppestift/nars-afterglow-lip-balm-clean-cut,249,187,191
nars,/nars/makeup/lepper/leppestift/nars-afterglow-lip-balm-laguna,249,187,191
nars,/nars/makeup/lepper/leppestift/nars-afterglow-lip-balm-torrid,255,148,130
nars,/nars/makeup/lepper/leppestift/nars-afterglow-sensual-shine-lipstick-888-dolce-vita,213,130,135
nars,/nars/makeup/lepper/leppestift/nars-afterglow-sensual-shine-lipstick-777-orgasm,241,173,172
nars,/nars/makeup/lepper/leppestift/nars-afterglow-sensual-shine-lipstick-208-devotion,202,138,145
nars,/nars/makeup/lepper/leppestift/nars-afterglow-sensual-shine-lipstick-200-breathless,227,168,149
nars,/nars/makeup/lepper/leppestift/nars-powermatte-lipstick-112-american-woman,178,79,79
nars,/nars/makeup/lepper/leppestift/nars-explicit-lipstick-863-unauthorized,214,15,18
nars,/nars/makeup/lepper/leppestift/nars-powermatte-lipstick-115-thunder-kiss,170,74,75
nars,/nars/makeup/lepper/leppestift/nars-powermatte-lipstick-150-highway-to-hell,138,47,53
nars,/nars/makeup/lepper/leppestift/nars-powermatte-lipstick-131-notorious,187,31,30
nars,/nars/makeup/lepper/leppestift/nars-audacious-lipstick-bette,91,41,44
nars,/nars/makeup/lepper/leppestift/nars-lipstick-matte-lovin-lips,197,98,97
nars,/nars/makeup/lepper/leppestift/nars-explicit-lipstick-805-rendez-vous,127,39,24
nars,/nars/makeup/lepper/leppestift/nars-explicit-lipstick-886-unrestraind,81,12,36
nars,/nars/makeup/lepper/leppestift/nars-explicit-lipstick-803-body-heat,149,69,57
nars,/nars/makeup/lepper/leppestift/nars-audacious-lipstick-grace,198,37,70
nars,/nars/makeup/lepper/leppestift/nars-lipstick-satin-afghan-red,118,55,63
nars,/nars/makeup/lepper/leppestift/nars-lipstick-satin-bad-reputation,190,38,42
nars,/nars/makeup/lepper/leppestift/nars-lipstick-satin-banned-red,144,56,60
nars,/nars/makeup/lepper/leppestift/nars-lipstick-satin-dressed-to-kill,163,41,47
nars,/nars/makeup/lepper/leppestift/nars-lipstick-matte-catfight,194,125,129
nars,/nars/makeup/lepper/leppestift/nars-lipstick-matte-hot-kiss,182,95,106
nars,/nars/makeup/lepper/leppestift/nars-lipstick-matte-immortal-red,156,52,55
nars,/nars/makeup/lepper/leppestift/nars-lipstick-sheer-cruising,247,247,247
nyx-professional-makeup,/nyx-professional-makeup/makeup/lepper/leppestift/nyx-professional-makeup-fat-oil-slick-click-03-no-filter-needed,153,67,69
nyx-professional-makeup,/nyx-professional-makeup/makeup/lepper/leppestift/nyx-professional-makeup-fat-oil-slick-click-11-in-a-mood,92,16,27
nyx-professional-makeup,/nyx-professional-makeup/makeup/lepper/leppestift/nyx-professional-makeup-fat-oil-slick-click-02-clout,230,126,140
nyx-professional-makeup,/nyx-professional-makeup/makeup/lepper/leppestift/nyx-professional-makeup-fat-oil-slick-click-04-going-viral,120,46,44
nyx-professional-makeup,/nyx-professional-makeup/makeup/lepper/leppestift/nyx-professional-makeup-soft-matte-lip-cream-stockholm,227,133,122
nyx-professional-makeup,/nyx-professional-makeup/makeup/lepper/leppestift/nyx-professional-makeup-soft-matte-lip-cream-cannes,208,109,98
nyx-professional-makeup,/nyx-professional-makeup/makeup/lepper/leppestift/nyx-professional-makeup-soft-matte-lip-cream-rome,145,68,63
nyx-professional-makeup,/nyx-professional-makeup/makeup/lepper/leppestift/nyx-professional-makeup-soft-matte-lip-cream-abu-dhabi,211,140,117
nyx-professional-makeup,/nyx-professional-makeup/makeup/lepper/leppestift/nyx-professional-makeup-smooth-whip-matte-lip-cream-15-chocolate-mousse,101,34,54
nyx-professional-makeup,/nyx-professional-makeup/makeup/lepper/leppestift/nyx-professional-makeup-shine-loud-pro-pigment-lip-shine-boundary-pusher,133,82,77
nyx-professional-makeup,/nyx-professional-makeup/makeup/lepper/leppestift/nyx-professional-makeup-shine-loud-pro-pigment-lip-shine-magic-maker,178,108,102
nyx-professional-makeup,/nyx-professional-makeup/makeup/lepper/leppestift/nyx-professional-makeup-shine-loud-pro-pigment-lip-shine-cash-flow,204,121,122
nyx-professional-makeup,/nyx-professional-makeup/makeup/lepper/leppestift/nyx-professional-makeup-shine-loud-pro-pigment-lip-shine-never-basic,123,67,81
nyx-professional-makeup,/nyx-professional-makeup/makeup/lepper/leppestift/nyx-professional-makeup-lip-lingerie-xxl-lipstick-stripd-down,170,93,92
nyx-professional-makeup,/nyx-professional-makeup/makeup/lepper/leppestift/nyx-professional-makeup-lip-lingerie-xxl-lipstick-warm-up,156,68,65
nyx-professional-makeup,/nyx-professional-makeup/makeup/lepper/leppestift/nyx-professional-makeup-lip-lingerie-xxl-lipstick-unlaced,147,65,87
nyx-professional-makeup,/nyx-professional-makeup/makeup/lepper/leppestift/nyx-professional-makeup-lip-lingerie-xxl-lipstick-undressd,176,100,93
nyx-professional-makeup,/nyx-professional-makeup/makeup/lepper/leppestift/nyx-professional-makeup-lip-lingerie-xxl-matte-liquid-lipstick-27-on-fuego,239,73,62
nyx-professional-makeup,/nyx-professional-makeup/makeup/lepper/leppestift/nyx-professional-makeup-suede-matte-lipstick-soft-spoken,131,79,92
nyx-professional-makeup,/nyx-professional-makeup/makeup/lepper/leppestift/nyx-professional-makeup-suede-matte-lipstick-brunch-me,171,104,102
nyx-professional-makeup,/nyx-professional-makeup/makeup/lepper/leppestift/nyx-professional-makeup-suede-matte-lipstick-free-spirit,158,100,90
nyx-professional-makeup,/nyx-professional-makeup/makeup/lepper/leppestift/nyx-professional-makeup-suede-matte-lipstick-clinger,181,31,102
nyx-professional-makeup,/nyx-professional-makeup/makeup/lepper/leppestift/nyx-professional-makeup-suede-matte-lipstick-girl-bye,107,44,74
nyx-professional-makeup,/nyx-professional-makeup/makeup/lepper/leppestift/nyx-professional-makeup-smooth-whip-matte-lip-cream-5-parfait,142,67,67
nyx-professional-makeup,/nyx-professional-makeup/makeup/lepper/leppestift/nyx-professional-makeup-smooth-whip-matte-lip-cream-13-cherry-creme,170,20,51
nyx-professional-makeup,/nyx-professional-makeup/makeup/lepper/leppestift/nyx-professional-makeup-smooth-whip-matte-lip-cream-24-memory-foam,118,86,75
nyx-professional-makeup,/nyx-professional-makeup/makeup/lepper/leppestift/nyx-professional-makeup-lip-lingerie-xxl-matte-liquid-lipstick-25-candela-babe,175,103,91
nyx-professional-makeup,/nyx-professional-makeup/makeup/lepper/leppestift/nyx-professional-makeup-lip-lingerie-xxl-matte-liquid-lipstick-26-gettin-caliente,186,87,54
nyx-professional-makeup,/nyx-professional-makeup/makeup/lepper/leppestift/nyx-professional-makeup-lip-lingerie-xxl-matte-liquid-lipstick-28-untamable,200,8,39
pixi,/pixi/makeup/lepper/leppestift/pixi-naturellelip-pecan,245,245,220
pixi,/pixi/makeup/lepper/leppestift/pixi-naturellelip-nectar,165,104,42
pixi,/pixi/makeup/lepper/leppestift/pixi-naturellelip-peony,255,192,203
pixi,/pixi/makeup/lepper/leppestift/pixi-naturellelip-poppy,255,165,0
pixi,/pixi/makeup/lepper/leppestift/pixi-mattelast-liquid-lipstick-pleasing-pink,247,247,247
rms-beauty,/rms-beauty/makeup/lepper/leppestift/rms-beauty-legendary-serum-lipstick-melanie,255,109,105
rms-beauty,/rms-beauty/makeup/lepper/leppestift/rms-beauty-legendary-serum-lipstick-angela,153,48,62
rms-beauty,/rms-beauty/makeup/lepper/leppestift/rms-beauty-legendary-serum-lipstick-audrey,230,63,63
rms-beauty,/rms-beauty/makeup/lepper/leppestift/rms-beauty-legendary-serum-lipstick-linda,238,57,119
rose-inc,/rose-inc/makeup/lepper/leppestift/rose-inc-satin-lip-color-rich-refillable-lipstick-demure,212,121,123
rose-inc,/rose-inc/makeup/lepper/leppestift/rose-inc-satin-lip-color-rich-refillable-lipstick-enigmatic,171,78,77
rose-inc,/rose-inc/makeup/lepper/leppestift/rose-inc-satin-lip-color-rich-refillable-lipstick-poetic,208,97,89
rose-inc,/rose-inc/makeup/lepper/leppestift/rose-inc-satin-lip-color-rich-refillable-lipstick-besotted,189,112,101
rose-inc,/rose-inc/makeup/lepper/leppestift/rose-inc-satin-lip-color-rich-refillable-lipstick-refill-poetic,208,97,90
rose-inc,/rose-inc/makeup/lepper/leppestift/rose-inc-lip-cream-color-lipstick-a-glimpse,150,81,83
rose-inc,/rose-inc/makeup/lepper/leppestift/rose-inc-lip-cream-color-lipstick-count-the-ways,169,106,99
rose-inc,/rose-inc/makeup/lepper/leppestift/rose-inc-lip-cream-color-lipstick-kiss-part,175,107,101
rose-inc,/rose-inc/makeup/lepper/leppestift/rose-inc-lip-cream-color-lipstick-of-stars,164,83,94
rose-inc,/rose-inc/makeup/lepper/leppestift/rose-inc-satin-lip-color-rich-refillable-lipstick-refill-persuasive,156,69,64
rose-inc,/rose-inc/makeup/lepper/leppestift/rose-inc-satin-lip-color-rich-refillable-lipstick-refill-demure,212,121,123
rose-inc,/rose-inc/makeup/lepper/leppestift/rose-inc-satin-lip-color-rich-refillable-lipstick-refill-enigmatic,171,78,77
sensai,/sensai/makeup/lepper/leppestift/sensai-the-lipstick-13-shirayuri-nude,185,82,61
sensai,/sensai/makeup/lepper/leppestift/sensai-the-lipstick-10-ayame-mauve,181,63,74
sensai,/sensai/makeup/lepper/leppestift/sensai-the-lipstick-3-shakuyaku-red,209,57,52
sensai,/sensai/makeup/lepper/leppestift/sensai-the-lipstick-14-suzuran-nude,211,111,94
sensai,/sensai/makeup/lepper/leppestift/sensai-lasting-plump-lipstick-refill-lp10,145,24,59
sensai,/sensai/makeup/lepper/leppestift/sensai-contouring-lipstick-refill-09-deep-orange,162,63,55
sensai,/sensai/makeup/lepper/leppestift/sensai-lasting-plump-lipstick-refill-lp07,198,122,117
sensai,/sensai/makeup/lepper/leppestift/sensai-lasting-plump-lipstick-refill-lp11,122,24,68
sensai,/sensai/makeup/lepper/leppestift/sensai-lasting-plump-lipstick-refill-lp04,149,36,71
sensai,/sensai/makeup/lepper/leppestift/sensai-lasting-plump-lipstick-holder,247,247,247
sensai,/sensai/makeup/lepper/leppestift/sensai-contouring-lipstick-holder,247,247,247
sensai,/sensai/makeup/lepper/leppestift/sensai-contouring-lipstick-refill-07-pale-pink,155,81,85
sensai,/sensai/makeup/lepper/leppestift/sensai-contouring-lipstick-refill-12-beige-nude,146,97,81
sensai,/sensai/makeup/lepper/leppestift/sensai-contouring-lipstick-refill-11-reddish-nude,143,84,68
shiseido,/shiseido/makeup/lepper/leppestift/shiseido-colorgel-lipbalm-108-lotus,185,100,112
shiseido,/shiseido/makeup/lepper/leppestift/shiseido-colorgel-lipbalm-107-dahlia,191,80,93
shiseido,/shiseido/makeup/lepper/leppestift/shiseido-colorgel-lipbalm-102-narcissus,226,139,110
shiseido,/shiseido/makeup/lepper/leppestift/shiseido-colorgel-lipbalm-110-juniper,131,92,77
shiseido,/shiseido/makeup/lepper/leppestift/shiseido-technosatin-gel-lipstick-407-pulsar-pink,203,125,152
shiseido,/shiseido/makeup/lepper/leppestift/shiseido-modernmatte-powder-lipstick-505-peep-show,200,109,103
shiseido,/shiseido/makeup/lepper/leppestift/shiseido-visionairy-gel-lipstick-206-botan,247,247,247
shiseido,/shiseido/makeup/lepper/leppestift/shiseido-technosatin-gel-lipstick-409-harmonic-drive,163,72,90
shiseido,/shiseido/makeup/lepper/leppestift/shiseido-technosatin-gel-lipstick-410-lilac-echo,147,80,98
shiseido,/shiseido/makeup/lepper/leppestift/shiseido-technosatin-gel-lipstick-422-fuchsia-flux,169,52,106
shiseido,/shiseido/makeup/lepper/leppestift/shiseido-modernmatte-powder-lipstick-506-disrobed,185,105,101
shiseido,/shiseido/makeup/lepper/leppestift/shiseido-modernmatte-powder-lipstick-502-whisper,195,123,104
shiseido,/shiseido/makeup/lepper/leppestift/shiseido-modernmatte-powder-lipstick-517-rose-hip,220,102,137
sisley,/sisley/makeup/lepper/leppestift/sisley-phyto-rouge-shine-lipstick-20-sheer-petal,201,135,133
sisley,/sisley/makeup/lepper/leppestift/sisley-phyto-rouge-shine-lipstick-21-sheer-rosewood,167,95,101
sisley,/sisley/makeup/lepper/leppestift/sisley-phyto-rouge-shine-lipstick-22-sheer-raspberry,119,36,57
sisley,/sisley/makeup/lepper/leppestift/sisley-phyto-rouge-shine-lipstick-11-sheer-blossom,190,132,127
sisley,/sisley/makeup/lepper/leppestift/sisley-le-phyto-rouge-lipstick-10-beige-jaipur,171,133,112
sisley,/sisley/makeup/lepper/leppestift/sisley-phyto-lip-twist-lipstick-3-peach,243,116,95
sisley,/sisley/makeup/lepper/leppestift/sisley-le-phyto-rouge-lipstick-27-rose-bolchoi,181,84,88
sisley,/sisley/makeup/lepper/leppestift/sisley-le-phyto-rouge-lipstick-13-beige-eldorado,118,66,53
sisley,/sisley/makeup/lepper/leppestift/sisley-le-phyto-rouge-lipstick-28-rose-shanghai,222,59,71
sisley,/sisley/makeup/lepper/leppestift/sisley-phyto-lip-twist-lipstick-2-baby,255,139,151
sisley,/sisley/makeup/lepper/leppestift/sisley-phyto-lip-twist-lipstick-7-coral,224,96,59
sisley,/sisley/makeup/lepper/leppestift/sisley-phyto-lip-twist-lipstick-25-soft-berry,150,65,81
smashbox,/smashbox/makeup/lepper/leppestift/smashbox-be-legendary-prime-plush-lipstick-07-stylist,205,104,115
smashbox,/smashbox/makeup/lepper/leppestift/smashbox-be-legendary-prime-plush-lipstick-02-level-up,202,126,123
smashbox,/smashbox/makeup/lepper/leppestift/smashbox-be-legendary-prime-plush-lipstick-09-stepping-out,169,103,93
smashbox,/smashbox/makeup/lepper/leppestift/smashbox-be-legendary-prime-plush-lipstick-17-recognized,177,103,82
smashbox,/smashbox/makeup/lepper/leppestift/smashbox-always-on-liquid-lipstick-bawse,168,32,36
smashbox,/smashbox/makeup/lepper/leppestift/smashbox-always-on-liquid-lipstick-girl-gang,110,18,67
smashbox,/smashbox/makeup/lepper/leppestift/smashbox-always-on-liquid-lipstick-audition,154,87,73
smashbox,/smashbox/makeup/lepper/leppestift/smashbox-always-on-liquid-lipstick-drivers-seat,156,64,53
smashbox,/smashbox/makeup/lepper/leppestift/smashbox-mini-always-on-liquid-lipstick-drivers-seat,200,93,98
smashbox,/smashbox/makeup/lepper/leppestift/smashbox-mini-always-on-liquid-lipstick-gule-bae,174,86,92
smashbox,/smashbox/makeup/lepper/leppestift/smashbox-mini-always-on-liquid-lipstick-stepping-out,179,113,107
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-lip-injection-extreme-lip-shaper-hot-spicy,178,94,84
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-lip-injection-extreme-lip-shaper-espresso-shot,104,60,44
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-lip-injection-extreme-lip-shaper-happily-ever-after,104,60,44
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-lip-injection-extreme-lip-shaper-i-do,104,60,44
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-lip-injection-extreme-lip-gloss-original,235,231,242
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-lip-injection-extreme-lip-gloss-bubblegum-yum,246,162,180
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-lip-injection-extreme-lip-gloss-pink-punch,232,34,118
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-lip-injection-extreme-lip-gloss-strawberry-kiss,195,31,75
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-travel-size-lip-injection-maximum-plump,247,247,247
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-foreplay-better-than-sex-duo-an-sex-duo,247,247,247
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-lady-bold-em-power-pigment-lipstick-take-over,130,44,65
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-cocoa-bold-lipstick-hot-chocolate,170,104,79
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-lady-bold,204,0,27
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-travel-size-lip-injection-extreme-bubbelgum-yum,246,162,180
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-lady-bold-em-power-pigment-lipstick-im-thriving,190,115,120
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-lady-bold-em-power-pigment-lipstick-brave-3,209,140,121
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-lady-bold-em-power-pigment-lipstick-level-up,224,119,130
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-too-femme-heart-core-lipstick-never-grow-up,197,110,111
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-lip-injection-liquid-lipstick-filler-up,195,97,111
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-too-femme-heart-core-lipstick-heart-core,216,66,103
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-travel-size-lip-injection-extreme-original,235,231,242
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-lip-injection-power-plumping-lip-balm,247,247,247
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-cocoa-bold-lipstick-buttercream,217,134,113
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-cocoa-bold-lipstick-chocolate-chip,168,95,79
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-cocoa-bold-lipstick-chocolate-lava,161,42,47
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-melted-matte-lipstick-sell-out,174,93,87
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-melted-matte-lipstick-lady-balls,194,32,50
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-melted-matte-lipstick-hot-stuff,232,29,44
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-melted-matte-lipstick-child-star,195,139,122
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-lip-injection-liquid-lipstick-boom-boom-pow,168,18,62
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-lip-injection-liquid-lipstick-big-lip-energy,231,0,76
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-lip-injection-liquid-lipstick-give-em-lip,240,156,155
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-lady-bold-power-move,247,247,247
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-lady-bold-committed,247,247,247
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-lady-bold-dear-diary,247,247,247
too-faced,/too-faced/makeup/lepper/leppestift/too-faced-lady-bold-hopelessly-devoted,247,247,247
yves-saint-laurent,/yves-saint-laurent/makeup/lepper/leppestift/yves-saint-laurent-loveshine-wet-shine-lipstick-44-nude-lavalliere,207,126,130
yves-saint-laurent,/yves-saint-laurent/makeup/lepper/leppestift/yves-saint-laurent-loveshine-wet-shine-lipstick-201-rosewood-blush,201,134,119
yves-saint-laurent,/yves-saint-laurent/makeup/lepper/leppestift/yves-saint-laurent-loveshine-wet-shine-lipstick-202-peachy-glow,161,100,88
yves-saint-laurent,/yves-saint-laurent/makeup/lepper/leppestift/yves-saint-laurent-loveshine-wet-shine-lipstick-150-nude-lingerie,221,157,147
yves-saint-laurent,/yves-saint-laurent/makeup/lepper/leppestift/yves-saint-laurent-loveshine-candy-glaze-lip-gloss-stick-2-healty-glow-plumper,235,197,185
yves-saint-laurent,/yves-saint-laurent/makeup/lepper/leppestift/yves-saint-laurent-loveshine-candy-glow-lip-balm-pink-sunrise-1b,218,141,166
yves-saint-laurent,/yves-saint-laurent/makeup/lepper/leppestift/yves-saint-laurent-rouge-pur-couture-the-bold-lipstick-12-nu-incongru,189,103,99
yves-saint-laurent,/yves-saint-laurent/makeup/lepper/leppestift/yves-saint-laurent-loveshine-candy-glaze-lip-gloss-stick-6-burgundy-temptation,129,57,77
